CLIENT_AGE,CLIENT_ENCOURS_ENGAGEMENT,CLIENT_MMM,CLIENT_NOMBRE_CARTES,CLIENT_PROFESSION,CLIENT_TYPE_DEPOSANT,CLIENT_VRD_MOY,TOTAL_PACK,SEGMENT_PCA
45,176.48125,888.74,1,Agent,CLIENT_A_VUE,0.0,1.0,0
33,176.48125,2957.48125,1,Cadre moyen,CLIENT_A_VUE,2131.6855,1.0,0
40,176.48125,2689.877,0,Ouvrier,CLIENT_A_VUE,4352.5121,0.0,3
74,0.0,0.0,0,Cadre supérieur,CLIENT_EXCLUSIF_EPARGNE,108.10055,0.0,1
30,0.0,0.0,0,Agent,CLIENT_EXCLUSIF_EPARGNE,20.4053,0.0,0
37,0.0,0.0,1,Acteur dans le secteur d'éducation,CLIENT_EXCLUSIF_EPARGNE,583.6018,1.0,1
29,176.48125,1436.758,4,Ouvrier,CLIENT_A_VUE,4572.0279,2.0,3
51,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,27.90915,0.0,1
58,176.48125,818.276,2,Employés de bureau,CLIENT_A_VUE,504.27825,1.0,0
31,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,16.5872,0.0,0
30,0.0,0.0,1,Étudiants,CLIENT_EXCLUSIF_EPARGNE,377.14525,0.0,0
28,0.147,0.0,1,Employé de bureau,CLIENT_EXCLUSIF_EPARGNE,188.7103,0.0,0
28,176.48125,1293.104,3,Acteur en service de défense/sécurité,CLIENT_A_VUE,0.0,1.0,3
65,0.0,1571.033,2,Employés de bureau,CLIENT_A_VUE,6634.8935335228125,1.0,1
53,0.0,0.0,0,Commerçant,CLIENT_A_VUE,3391.01465,0.0,1
35,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,94.97525,0.0,0
25,0.0,0.0,0,Élèves,CLIENT_EXCLUSIF_EPARGNE,2573.64225,0.0,0
30,0.0,0.0,0,Étudiants,CLIENT_EXCLUSIF_EPARGNE,12.60605,0.0,1
41,0.0,0.0,0,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,30.275,0.0,0
42,176.48125,1653.64,3,Employés de bureau,CLIENT_A_VUE,1745.5809,1.0,0
44,0.0,0.0,0,Cadre supérieur,CLIENT_EXCLUSIF_EPARGNE,0.33315,0.0,0
63,0.0,1103.399,1,Cadre moyen,CLIENT_A_VUE,415.4979,0.0,0
27,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,14.97615,0.0,3
51,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,22.66855,0.0,0
52,57.596,803.5,3,Sans profession,CLIENT_A_VUE,6634.8935335228125,1.0,0
66,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,0.0,1
58,176.48125,354.93,1,Retraités,CLIENT_A_VUE,8.00155,0.0,1
31,0.0,2957.48125,0,Cadre supérieur,CLIENT_A_VUE,3472.80975,0.0,1
70,0.0,0.0,0,Acteur de la justice,CLIENT_EXCLUSIF_EPARGNE,273.85665,0.0,1
36,176.48125,1012.209,3,Employé de bureau,CLIENT_A_VUE,31.2953,2.0,3
20,102.626,0.0,1,Étudiants,CLIENT_A_VUE,0.0,1.0,1
47,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,0.8415,0.0,3
53,0.0,0.0,0,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,0.5712,0.0,0
75,0.0,1497.838,1,Retraités,CLIENT_A_VUE,6634.8935335228125,0.0,0
28,176.48125,1235.525,1,Acteur en service de défense/sécurité,CLIENT_A_VUE,4341.3657,1.0,0
68,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,30.3115,0.0,0
29,0.0,0.0,1,Acteur dans le secteur d'éducation,CLIENT_EXCLUSIF_EPARGNE,200.52755,1.0,3
25,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,162.86945,1.0,3
30,176.48125,574.149,2,Acteur en service de défense/sécurité,CLIENT_A_VUE,0.0,1.0,0
29,23.621,567.183,1,Ouvrier,CLIENT_A_VUE,457.1398,1.0,3
72,0.0,0.0,0,Retraités,CLIENT_EXCLUSIF_EPARGNE,1377.12625,0.0,1
56,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,0.003,0.0,1
62,176.48125,2957.48125,1,Retraités,CLIENT_A_VUE,42.61825,1.0,0
28,0.0,0.0,0,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,12.1682,1.0,1
28,0.0,917.5,1,Technicien,CLIENT_A_VUE,185.87265,1.0,3
59,0.0,0.0,0,Retraités,CLIENT_EXCLUSIF_EPARGNE,27.556,0.0,1
45,176.48125,779.345,2,Acteur dans le secteur d'éducation,CLIENT_A_VUE,0.0,1.0,1
49,0.0,0.0,1,Sans profession,CLIENT_EXCLUSIF_EPARGNE,140.35425,1.0,0
68,0.0,1233.266,0,Retraités,CLIENT_A_VUE,6634.8935335228125,0.0,0
50,0.0,0.0,0,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,6460.43205,0.0,0
66,0.0,0.0,1,Sans profession,CLIENT_EXCLUSIF_EPARGNE,37.90665,1.0,0
57,176.48125,1117.678,0,Employés de bureau,CLIENT_A_VUE,6634.8935335228125,0.0,0
29,0.0,2957.48125,1,Étudiants,CLIENT_A_VUE,6634.8935335228125,1.0,1
36,176.48125,247.247,1,Ouvrier,CLIENT_A_VUE,16.93335,1.0,1
46,176.48125,1362.284,4,Acteur dans le secteur d'éducation,CLIENT_A_VUE,2792.91845,2.0,3
33,0.0,0.0,1,Agent,CLIENT_EXCLUSIF_EPARGNE,43.2509,0.0,0
39,176.48125,459.555,2,Cadre moyen,CLIENT_A_VUE,0.0,1.0,0
56,0.0,0.0,0,Agriculteur,CLIENT_EXCLUSIF_EPARGNE,1825.1223,0.0,0
51,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,15.935,0.0,3
26,0.0,0.0,1,Élèves,CLIENT_EXCLUSIF_EPARGNE,269.6394,0.0,0
30,176.48125,1269.338,2,Cadre moyen,CLIENT_A_VUE,0.0,1.0,0
29,0.0,0.0,1,Commerçant,CLIENT_EXCLUSIF_EPARGNE,1552.843,1.0,3
30,176.48125,861.833,2,Ouvrier,CLIENT_A_VUE,4.45865,2.0,0
56,0.0,443.51,1,Retraités,CLIENT_A_VUE,1202.0145,1.0,1
48,0.0,2957.48125,3,Directeurs d'entreprises,CLIENT_A_VUE,939.26775,1.0,0
28,0.0,0.0,1,Étudiants,CLIENT_EXCLUSIF_EPARGNE,0.002,0.0,1
45,176.48125,2657.017,2,Employés de bureau,CLIENT_A_VUE,485.9945,1.0,0
58,176.48125,2957.48125,0,Artisan,CLIENT_A_VUE,6634.8935335228125,0.0,1
59,0.0,2333.333,1,Employés de bureau,CLIENT_A_VUE,6634.8935335228125,0.0,0
54,0.0,0.0,0,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,19.7131,0.0,1
41,176.48125,1787.581,2,Prestataire de services,CLIENT_A_VUE,378.8253,0.0,1
52,71.717,2957.48125,1,Commerçant,CLIENT_A_VUE,187.80535,1.0,1
40,0.0,0.0,0,Conducteur,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,0.0,0
33,176.48125,1085.254,1,Cadre moyen,CLIENT_A_VUE,249.428,1.0,0
38,0.0,2957.48125,1,Acteur en service de défense/sécurité,CLIENT_A_VUE,6634.8935335228125,1.0,0
60,0.0,2957.48125,2,Dirigeant et gérant,CLIENT_A_VUE,6634.8935335228125,1.0,3
34,176.48125,1500.0,3,Cadre moyen,CLIENT_A_VUE,69.1643,1.0,0
30,82.101,2957.48125,0,Technicien,CLIENT_A_VUE,0.32505,0.0,3
68,112.492,352.421,1,Ouvrier,CLIENT_A_VUE,126.9196,1.0,3
62,0.0,0.0,0,Conseiller et consultant,CLIENT_EXCLUSIF_EPARGNE,293.69005,0.0,0
64,176.48125,1311.747,3,Technicien,CLIENT_A_VUE,61.8913,1.0,3
45,176.48125,758.41,1,Ouvrier,CLIENT_A_VUE,0.0,1.0,1
60,0.0,0.0,0,Commerçant,CLIENT_EXCLUSIF_EPARGNE,25.3218,0.0,3
43,0.0,0.0,1,Acteur en service de défense/sécurité,CLIENT_EXCLUSIF_EPARGNE,2124.2516,1.0,3
27,176.48125,1320.626,1,Acteur en service de défense/sécurité,CLIENT_A_VUE,152.7885,1.0,0
65,176.48125,2957.48125,1,Cadre supérieur,CLIENT_A_VUE,6634.8935335228125,1.0,3
32,0.0,753.184,3,Cadre moyen,CLIENT_A_VUE,224.88905,1.0,1
25,8.25,521.257,1,Cadre moyen,CLIENT_A_VUE,331.0666,1.0,0
33,0.0,2957.48125,3,Cadre supérieur,CLIENT_A_VUE,6634.8935335228125,1.0,0
25,0.0,1716.666,2,Ouvrier,CLIENT_A_VUE,6634.8935335228125,1.0,0
28,0.0,0.0,0,Commerçant,CLIENT_EXCLUSIF_EPARGNE,12.6437,0.0,0
42,0.0,0.0,0,Dirigeant et gérant,CLIENT_EXCLUSIF_EPARGNE,16.93135,0.0,3
21,59.116,0.0,1,Étudiants,CLIENT_A_VUE,0.0,1.0,0
25,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,11.89915,1.0,0
42,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,0.022,0.0,0
28,80.905,0.0,2,Technicien,CLIENT_A_VUE,14.39475,2.0,0
56,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,281.78965,1.0,0
27,0.0,0.0,1,Étudiants,CLIENT_EXCLUSIF_EPARGNE,10.30165,1.0,0
20,0.0,0.0,0,Élèves,CLIENT_EXCLUSIF_EPARGNE,54.81725,0.0,1
61,0.0,2957.48125,1,Commerçant,CLIENT_A_VUE,4368.250125,0.0,0
25,0.0,0.0,1,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,166.84255,0.0,0
71,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,14.3867,0.0,3
56,0.0,0.0,1,Commerçant,CLIENT_EXCLUSIF_EPARGNE,318.3582,0.0,0
54,0.0,0.0,0,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,307.24825,1.0,0
43,0.0,0.0,0,Acteur en bâtiment travaux publics,CLIENT_EXCLUSIF_EPARGNE,2.15545,0.0,3
32,0.0,0.0,0,Employé de bureau,CLIENT_EXCLUSIF_EPARGNE,18.9791,0.0,0
58,0.0,400.849,0,Retraités,CLIENT_A_VUE,6634.8935335228125,1.0,2
27,0.0,0.0,1,Agent,CLIENT_EXCLUSIF_EPARGNE,144.46425,1.0,1
48,0.0,1014.25,3,Ouvrier,CLIENT_A_VUE,169.56775,1.0,1
37,176.48125,1206.257,3,Cadre moyen,CLIENT_A_VUE,50.7135,1.0,0
53,0.0,0.0,0,Directeurs d'entreprises,CLIENT_EXCLUSIF_EPARGNE,16.54355,0.0,3
42,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,247.67825,1.0,3
50,0.0,1319.868,0,Cadre moyen,CLIENT_A_VUE,443.4319,1.0,0
33,176.48125,1669.714,2,Employés de bureau,CLIENT_A_VUE,0.0,1.0,0
65,0.0,0.0,0,Retraités,CLIENT_EXCLUSIF_EPARGNE,775.67445,0.0,2
39,176.48125,0.0,1,Cadre moyen,CLIENT_A_VUE,0.0,1.0,0
26,0.0,1814.219,2,Ingénieurs,CLIENT_A_VUE,438.04345,1.0,0
61,176.48125,1715.445,2,Acteur en service de défense/sécurité,CLIENT_A_VUE,75.2612,1.0,1
56,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,0.0,3
66,0.0,0.0,0,Acteur de la justice,CLIENT_PLACEUR,1687.5933,0.0,0
28,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,20.1719,0.0,0
45,0.0,0.0,0,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,12.27795,0.0,1
31,0.0,2004.545,3,Ingénieurs,CLIENT_A_VUE,870.1554,2.0,1
36,0.0,0.0,0,Agriculteur,CLIENT_EXCLUSIF_EPARGNE,13.5104,0.0,0
45,0.0,0.0,0,Artisan,CLIENT_EXCLUSIF_EPARGNE,15.1827,0.0,0
52,0.0,558.139,2,Cadre moyen,CLIENT_A_VUE,152.80985714286,1.0,1
26,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,13.5904,1.0,0
50,0.0,1674.063,1,Cadre moyen,CLIENT_A_VUE,6634.8935335228125,2.0,0
29,0.0,0.0,0,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,14.46945,0.0,3
50,0.0,0.0,1,Commerçant,CLIENT_EXCLUSIF_EPARGNE,0.0,0.0,0
39,0.0,0.0,0,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,24.24075,0.0,3
28,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,54.09485,0.0,0
53,0.0,2374.062,1,Conseiller et consultant,CLIENT_A_VUE,6634.8935335228125,0.0,0
29,176.48125,1321.601,1,Employés de bureau,CLIENT_A_VUE,2002.10635,1.0,0
48,176.48125,649.132,3,Employé de bureau,CLIENT_A_VUE,2252.74325,1.0,1
46,176.48125,2176.226,1,Acteur en service de défense/sécurité,CLIENT_A_VUE,97.0623,1.0,0
34,26.18,900.0,1,Acteur dans le secteur d'éducation,CLIENT_A_VUE,4335.96265,0.0,0
58,0.0,0.0,1,Cadre supérieur,CLIENT_A_VUE,6634.8935335228125,0.0,0
47,176.48125,900.166,3,Employés de bureau,CLIENT_A_VUE,0.0,1.0,3
56,176.48125,265.0,1,Artisan,CLIENT_A_VUE,0.0,1.0,2
26,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,15.6472,0.0,0
30,0.0,0.0,0,Acteur en bâtiment travaux publics,CLIENT_A_VUE,0.0,1.0,1
69,176.48125,2957.48125,1,Retraités,CLIENT_A_VUE,1399.1465,1.0,0
30,176.48125,1564.302,3,Acteur en service de défense/sécurité,CLIENT_A_VUE,30.71525,1.0,0
34,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,26.1451,0.0,0
28,0.0,0.0,1,Technicien,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,1.0,0
20,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,31.346,1.0,0
63,0.0,0.0,0,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,11.44725,0.0,1
30,0.0,0.0,0,Artisan,CLIENT_EXCLUSIF_EPARGNE,239.0266,0.0,1
31,0.0,0.0,0,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,13.6481,0.0,0
42,176.48125,2378.565,2,Cadre moyen,CLIENT_A_VUE,1204.33325,1.0,0
52,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,129.2078,0.0,0
23,0.0,0.0,1,Étudiants,CLIENT_EXCLUSIF_EPARGNE,2788.73635,1.0,0
74,0.0,2620.328,1,Retraités,CLIENT_A_VUE,6634.8935335228125,0.0,3
72,0.0,0.0,0,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,33.6953,1.0,0
27,0.0,0.0,0,Acteur en service de défense/sécurité,CLIENT_EXCLUSIF_EPARGNE,10.28685,1.0,0
48,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,1.0,1
40,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,1231.49065,0.0,3
50,0.0,0.0,0,Agent,CLIENT_EXCLUSIF_EPARGNE,2043.2583,0.0,0
28,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,65.5113,1.0,3
23,176.48125,1260.782,2,Acteur en service de défense/sécurité,CLIENT_A_VUE,6634.8935335228125,1.0,0
33,176.48125,2445.009,3,Employés de bureau,CLIENT_A_VUE,923.7187,1.0,1
47,0.0,0.0,0,Commerçant,CLIENT_EXCLUSIF_EPARGNE,20.3963,0.0,2
54,176.48125,2561.097,1,Cadre supérieur,CLIENT_A_VUE,1608.7133,1.0,0
34,176.48125,657.268,2,Employés de bureau,CLIENT_A_VUE,100.3008,1.0,0
39,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,66.37225,0.0,0
35,176.48125,741.727,3,Agent,CLIENT_A_VUE,153.97255,1.0,1
55,0.0,1514.577,1,Cadre moyen,CLIENT_A_VUE,6634.8935335228125,1.0,1
38,0.0,594.016,0,Cadre supérieur,CLIENT_A_VUE,734.79505,0.0,0
44,176.48125,1025.968,0,Cadre moyen,CLIENT_A_VUE,0.0,1.0,3
24,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,85.7573,1.0,0
49,0.0,2957.48125,1,Cadre moyen,CLIENT_A_VUE,6634.8935335228125,1.0,0
43,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,4948.38435,0.0,1
62,0.0,0.0,0,Directeurs d'entreprises,CLIENT_EXCLUSIF_EPARGNE,98.466,0.0,3
24,0.0,0.0,1,Étudiants,CLIENT_EXCLUSIF_EPARGNE,41.9671,1.0,3
31,0.0,0.0,1,Étudiants,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,1.0,0
60,176.48125,2957.48125,0,Acteur en bâtiment travaux publics,CLIENT_A_VUE,1959.10205,1.0,1
28,0.0,2161.333,2,Cadre supérieur,CLIENT_A_VUE,6634.8935335228125,2.0,0
64,176.48125,2957.48125,1,Retraités,CLIENT_A_VUE,6634.8935335228125,1.0,3
48,176.48125,2957.48125,1,Professionnel en santé,CLIENT_A_VUE,6634.8935335228125,1.0,0
29,176.48125,1459.286,3,Acteur en service de défense/sécurité,CLIENT_A_VUE,737.4428,1.0,0
37,176.48125,1818.086,3,Employés de bureau,CLIENT_A_VUE,6634.8935335228125,1.0,0
55,0.0,2553.264,2,Cadre supérieur,CLIENT_A_VUE,6634.8935335228125,1.0,0
40,0.0,2957.48125,1,Cadre moyen,CLIENT_A_VUE,6634.8935335228125,0.0,1
32,27.491,1138.048,1,Technicien,CLIENT_A_VUE,74.2908,1.0,0
41,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,0.0,0.0,0
65,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,15.10765,0.0,1
29,0.0,0.0,2,Étudiants,CLIENT_EXCLUSIF_EPARGNE,615.6706,0.0,0
30,0.0,0.0,1,Dirigeant et gérant,CLIENT_A_VUE,222.2125,0.0,3
40,0.0,0.0,1,Sans profession,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,1.0,0
58,0.0,0.0,0,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,1841.25925,0.0,0
38,176.48125,1580.239,3,Cadre moyen,CLIENT_A_VUE,6634.8935335228125,1.0,0
41,0.0,0.0,1,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,13.73685,1.0,1
54,0.0,0.0,0,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,146.4542,0.0,0
42,0.0,0.0,0,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,15.6122,0.0,0
61,0.0,0.0,1,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,1.0,3
30,0.0,0.0,0,Élèves,CLIENT_EXCLUSIF_EPARGNE,713.3259,0.0,0
24,0.0,0.0,0,Élèves,CLIENT_EXCLUSIF_EPARGNE,26.76735,0.0,0
37,176.48125,1386.0,1,Technicien,CLIENT_A_VUE,2.82485,1.0,0
51,176.48125,63.333,0,Sans profession,CLIENT_A_VUE,112.3893,1.0,0
22,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,15.5806,1.0,0
31,0.0,0.0,0,Agent,CLIENT_EXCLUSIF_EPARGNE,178.8811,1.0,0
63,0.0,1427.293,3,Cadre supérieur,CLIENT_A_VUE,6634.8935335228125,1.0,0
68,176.48125,2957.48125,1,Cadre supérieur,CLIENT_A_VUE,6593.9057,1.0,0
41,176.48125,1405.754,0,Cadre moyen,CLIENT_A_VUE,6634.8935335228125,1.0,0
34,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,3.49465,1.0,0
40,0.0,0.0,0,Commerçant,CLIENT_EXCLUSIF_EPARGNE,14.59015,0.0,0
32,0.0,0.0,1,Étudiants,CLIENT_EXCLUSIF_EPARGNE,3160.07665,1.0,0
27,0.0,0.0,1,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,0.0,0.0,0
27,0.0,0.0,0,Agriculteur,CLIENT_EXCLUSIF_EPARGNE,25.72865,0.0,1
48,0.0,2012.543,1,Acteur dans le secteur d'éducation,CLIENT_A_VUE,6634.8935335228125,1.0,0
65,0.0,0.0,0,Agriculteur,CLIENT_EXCLUSIF_EPARGNE,223.7122,0.0,3
35,176.48125,1936.441,1,Acteur en service de défense/sécurité,CLIENT_A_VUE,0.0,1.0,0
40,0.0,0.0,1,Technicien,CLIENT_EXCLUSIF_EPARGNE,11.87445,1.0,3
31,0.0,0.0,0,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,12.88515,0.0,0
39,13.745,1546.561,2,Cadre supérieur,CLIENT_A_VUE,368.50335,2.0,0
58,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,24.24775,0.0,0
20,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,1.0,1
48,176.48125,1761.992,1,Cadre moyen,CLIENT_A_VUE,6634.8935335228125,1.0,1
48,0.0,0.0,0,Agriculteur,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,0.0,3
40,0.0,0.0,0,Commerçant,CLIENT_EXCLUSIF_EPARGNE,2896.9154,0.0,1
28,0.0,0.0,1,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,86.2334,1.0,0
60,176.48125,2957.48125,2,Artisan,CLIENT_A_VUE,2649.92045,1.0,2
35,0.0,0.0,0,Acteur en bâtiment travaux publics,CLIENT_EXCLUSIF_EPARGNE,0.0,0.0,0
67,0.0,0.0,0,Retraités,CLIENT_EXCLUSIF_EPARGNE,24.28775,0.0,1
35,25.469,1079.412,2,Employés de bureau,CLIENT_A_VUE,59.6877,1.0,0
52,0.0,83.333,0,Prestataire de services,CLIENT_A_VUE,1723.1688,0.0,0
35,16.853,839.707,1,Ouvrier,CLIENT_A_VUE,40.58045,0.0,3
50,176.48125,2957.48125,1,Employés de bureau,CLIENT_A_VUE,3209.2023,1.0,0
30,0.0,0.0,0,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,521.231,0.0,0
27,0.0,2957.48125,5,Ingénieurs,CLIENT_A_VUE,2315.14315,1.0,1
37,0.0,2957.48125,2,Directeurs d'entreprises,CLIENT_A_VUE,6634.8935335228125,2.0,0
36,0.0,0.0,0,Employés de bureau,CLIENT_A_VUE,516.531,0.0,0
57,0.0,0.0,1,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,1.0,3
31,0.0,170.0,2,Professionnel en santé,CLIENT_A_VUE,6634.8935335228125,1.0,1
48,176.48125,840.464,2,Cadre moyen,CLIENT_A_VUE,391.10675,2.0,0
38,0.0,1865.0,2,Cadre moyen,CLIENT_A_VUE,305.54855,1.0,3
59,176.48125,2957.48125,3,Cadre supérieur,CLIENT_A_VUE,6634.8935335228125,1.0,1
44,0.0,2957.48125,0,Conseiller et consultant,CLIENT_A_VUE,6634.8935335228125,0.0,0
31,0.0,868.888,0,Ouvrier,CLIENT_A_VUE,1355.8422,2.0,0
70,176.48125,2434.096,2,Retraités,CLIENT_A_VUE,1820.97825,1.0,0
36,176.48125,0.0,3,Employés de bureau,CLIENT_A_VUE,0.0,1.0,0
28,0.0,0.0,1,Sans profession,CLIENT_EXCLUSIF_EPARGNE,10.0376,1.0,3
43,0.0,2957.48125,4,Cadre supérieur,CLIENT_A_VUE,3027.972,1.0,1
54,0.0,1277.376,2,Cadre moyen,CLIENT_A_VUE,6634.8935335228125,1.0,0
28,176.48125,1333.333,4,Cadre supérieur,CLIENT_A_VUE,33.35315,2.0,3
28,0.0,0.0,2,Ouvrier,CLIENT_A_VUE,118.59915,1.0,0
34,0.0,0.0,1,Ingénieurs,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,1.0,0
30,176.48125,1449.673,3,Cadre moyen,CLIENT_A_VUE,156.82765,1.0,1
62,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,1987.08295,0.0,0
35,0.0,0.0,0,Prestataire de services,CLIENT_EXCLUSIF_EPARGNE,3379.81615,0.0,3
36,176.48125,1098.967,4,Technicien,CLIENT_A_VUE,526.2664,2.0,0
66,176.48125,613.312,0,Retraités,CLIENT_A_VUE,119.90505,1.0,0
36,0.0,0.0,0,Étudiants,CLIENT_EXCLUSIF_EPARGNE,15.78655,0.0,0
58,0.0,2957.48125,0,Élèves,CLIENT_A_VUE,6634.8935335228125,0.0,3
64,0.0,2957.48125,2,Professionnel en santé ,CLIENT_A_VUE,6634.8935335228125,2.0,1
26,0.0,0.0,1,Étudiants,CLIENT_EXCLUSIF_EPARGNE,0.0,0.0,0
36,176.48125,938.5,3,Employé de bureau,CLIENT_A_VUE,167.18385,1.0,1
29,83.677,0.0,1,Ouvrier,CLIENT_A_VUE,0.0,0.0,0
28,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,51.4343,0.0,0
28,0.0,0.0,1,Conducteur,CLIENT_EXCLUSIF_EPARGNE,7.2677,1.0,1
44,176.48125,721.966,0,Cadre moyen,CLIENT_A_VUE,854.44575,1.0,0
57,176.48125,1841.551,2,Cadre supérieur,CLIENT_A_VUE,6634.8935335228125,2.0,0
45,176.48125,2367.752,2,Cadre moyen,CLIENT_A_VUE,1889.81395,2.0,0
60,0.0,0.0,0,Conseiller et consultant,CLIENT_EXCLUSIF_EPARGNE,9.3375,0.0,0
48,0.0,0.0,1,Artisan,CLIENT_EXCLUSIF_EPARGNE,4432.06255,1.0,0
58,0.0,0.0,0,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,48.82765,0.0,0
29,23.79,861.111,4,Technicien,CLIENT_A_VUE,312.76775,1.0,0
64,0.0,0.0,0,Professionnel en santé,CLIENT_EXCLUSIF_EPARGNE,6634.8935335228125,0.0,0
43,0.0,0.0,0,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,4172.7361,0.0,0
64,9.903,0.0,0,Artisan,CLIENT_EXCLUSIF_EPARGNE,0.0,0.0,3
67,0.0,0.0,0,Sans profession,CLIENT_EXCLUSIF_EPARGNE,94.07995,0.0,0
44,0.0,0.0,0,Cadre moyen,CLIENT_EXCLUSIF_EPARGNE,6.61745,0.0,0
27,0.0,0.0,0,Commerçant,CLIENT_EXCLUSIF_EPARGNE,16.39315,0.0,3
32,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,19.2696,0.0,1
55,0.0,0.0,0,Acteur en bâtiment travaux publics,CLIENT_A_VUE,6634.8935335228125,0.0,0
32,0.0,2047.438,2,Conseiller et consultant,CLIENT_A_VUE,325.8607,1.0,3
35,0.0,2957.48125,3,Acteur de la justice,CLIENT_A_VUE,6634.8935335228125,1.0,3
41,0.0,0.0,0,Employés de bureau,CLIENT_EXCLUSIF_EPARGNE,3178.36215,0.0,1
55,0.0,0.0,0,Ouvrier,CLIENT_EXCLUSIF_EPARGNE,17.80165,0.0,0
26,0.0,1208.333,4,Ingénieurs,CLIENT_A_VUE,3459.0686,1.0,0
